0x4182c2, 69797, 58877, 10920
0x418037, 64168, 992, 63176
0x417f59, 63312, 3274, 60038
0x4182f7, 58877, 58230, 647
0x40afaa, 48667, 0x40b174, 48667
0x417e72, 43680, 13680, 30000
0x418227, 43680, 43200, 480
0x418200, 43680, 43680, 0
0x4181f0, 43680, 43680, 0
0x417e99, 43680, 43200, 480
0x40d289, 43680, 43200, 480
0x417e1b, 43680
0x4181ce, 43680
0x417d82, 43680, 30793, 12887
0x418083, 43200
0x418195, 43200, 42720, 480
0x417fa5, 43200, 960, 42240
0x417ed7, 43200, 480, 42720
0x41816e, 43200, 6458, 36742
0x40b79a, 37085, 37085, 0
0x417e55, 36120, 22440, 13680
0x40bf53, 32002, 11742, 20260
0x417dc3, 30793, 30393, 400
0x40f457, 28716
0x40f841, 28716
0x40f746, 28716
0x40ee76, 28716
0x40f06c, 28716
0x40f35d, 28716
0x40f166, 28716
0x40f261, 28716
0x41020b, 28716
0x40f64c, 28716
0x40f93b, 28716
0x40fd25, 28716
0x40fe21, 28716
0x40ff1a, 28716
0x40fb30, 28716
0x40ef73, 28716
0x410305, 28716
0x410019, 28716
0x40fa37, 28716
0x410112, 28716
0x40fc2f, 28716
0x40f551, 28716
0x410bba, 27756, 20, 27736
0x4105b7, 27756, 27736, 20
0x4120fb, 27756
0x41096a, 27756
0x4109c5, 27756, 27736, 20
0x410990, 27756, 6892, 20864
0x4109ac, 27756
0x4105ab, 27756, 6892, 20864
0x410c24, 27756, 0, 27756
0x410bd0, 27756, 27739, 17
0x410c2e, 27756, 17, 27739
0x410547, 27756
0x411924, 27739
0x410ded, 27739
0x411987, 27739
0x4116d2, 27739
0x4118c1, 27739
0x410bfe, 27739, 27739, 0
0x4114e3, 27739
0x411480, 27739
0x410d27, 27739
0x411105, 27739
0x4113ba, 27739
0x4115a9, 27739
0x411ab0, 27739
0x41166f, 27739
0x410c43, 27739
0x411f54, 27739
0x41201a, 27739
0x411357, 27739
0x4111cb, 27739
0x4119ea, 27739
0x411735, 27739
0x410fdc, 27739
0x4112f4, 27739
0x411e8e, 27739
0x41141d, 27739
0x410d8a, 27739
0x410eb3, 27739
0x410e50, 27739
0x411291, 27739
0x41122e, 27739
0x411c3c, 27739
0x41160c, 27739
0x411798, 27739
0x411546, 27739
0x410f16, 27739
0x411e2b, 27739
0x410f79, 27739
0x4117fb, 27739
0x411168, 27739
0x411a4d, 27739
0x411b13, 27739
0x411bd9, 27739
0x411c9f, 27739
0x411d02, 27739
0x4110a2, 27739
0x411d65, 27739
0x411ef1, 27739
0x411fb7, 27739
0x411dc8, 27739
0x411b76, 27739
0x41185e, 27739
0x41103f, 27739
0x7b9125188c20, 27333, 23772, 3561
0x40bf06, 22020
0x40bfff, 20260
0x40c002, 20260, 20160, 100
0x417da5, 12887
0x417dc8, 12887, 12807, 80
0x40bf1d, 11742, 1760, 9982
0x40afb7, 11244
0x40c0f1, 11244, 11244, 0
0x40b81c, 11244, 0x40c16c, 11244
0x40c131, 11244
0x40c16c, 11244, 0, 11244
0x4182da, 10920, 10800, 120
0x41060f, 10920, 10333, 587
0x40cf87, 10920, 10800, 120
0x410b3f, 10920, 10800, 120
0x410a98, 10920, 2397, 8523
0x410aef, 10920, 2047, 8873
0x410b26, 10920
0x40d1a1, 10920, 440, 10480
0x410ad0, 10920
0x4106e7, 10702, 10582, 120
0x40d1a9, 10480, 8660, 1820
0x41067b, 10333, 10235, 98
0x40ec7c, 9384, 7820, 1564
0x40d1e6, 9100, 9000, 100
0x7b9125188a8d, 8470, 8386, 84
0x7b912508e860, 8447, 8447, 0
0x4010f0, 8447, 0x7b912508e860, 8446, 0x4010f6, 1
0x7b912508e910, 8447, 0x4017c4, 4170, 0x407f03, 4170, 0x408063, 95, 0x408346, 4, 0x408399, 1, 0x4083bb, 1, 0x4018d2, 1, 0x401715, 1, 0x4081d1, 1, 0x4016fe, 1
0x7b9125188b40, 8386, 4120, 4266
0x418151, 7360, 902, 6458
0x40d2e7, 7280, 7200, 80
0x41057a, 7211, 319, 6892
0x410973, 7211
0x41098c, 7211, 319, 6892
0x40cade, 5120, 3340, 1780
0x404fa5, 5120, 5100, 20
0x40c27f, 5120
0x4107aa, 5120, 3340, 1780
0x40be99, 5120, 5100, 20
0x40c1f1, 5120
0x40c33f, 5120, 1340, 3780
0x40c03f, 5120
